amount,total_amount_last_24h,txn_count_last_24h,is_new_device,is_odd_hour,channel,transaction_type,country
11285.16,144795.2267518011,18,0,0,CARD,TRANSFER,IN
7669.36,156080.3867518011,19,0,0,UPI,DEPOSIT,IN
2964.11,163749.74675180108,20,0,0,UPI,WITHDRAWAL,IN
5805.97,166713.85675180107,21,1,0,CARD,WITHDRAWAL,IN
8723.08,172519.82675180107,22,0,0,CARD,TRANSFER,IN
9230.71,181242.90675180103,23,0,0,UPI,TRANSFER,IN
4171.06,190473.61675180105,24,1,0,UPI,WITHDRAWAL,IN
11649.45,194644.67675180105,25,0,0,UPI,TRANSFER,IN
11075.74,198421.86675180105,25,0,0,UPI,WITHDRAWAL,IN
24574.301239406053,190173.37675180103,23,0,0,UPI,DEPOSIT,IN
10586.59,214747.67799120708,24,0,0,UPI,TRANSFER,IN
10245.23,203104.6079912071,22,0,0,NET_BANKING,TRANSFER,IN
7323.12,213349.8379912071,23,0,0,NET_BANKING,DEPOSIT,IN
9447.39,220672.9579912071,24,0,0,UPI,TRANSFER,SG
10696.38,219824.94799120713,24,1,0,UPI,WITHDRAWAL,IN
5340.73,230521.32799120713,25,0,1,UPI,WITHDRAWAL,IN
18829.794943615525,219388.6779912071,24,0,1,UPI,WITHDRAWAL,IN
4676.35,234968.92293482268,24,0,1,UPI,DEPOSIT,IN
5672.91,239645.2729348227,25,1,1,UPI,TRANSFER,IN
4599.86,245318.1829348227,26,0,0,CARD,TRANSFER,IN
6248.9,0.0,0,1,0,UPI,DEPOSIT,IN
7381.85,6248.9,1,0,0,UPI,DEPOSIT,IN
22274.85,13630.75,2,0,0,CARD,TRANSFER,IN
16196.65,35905.6,3,0,0,UPI,TRANSFER,IN
10717.85,52102.25,4,0,0,CARD,DEPOSIT,IN
23315.78,62820.1,5,1,0,UPI,WITHDRAWAL,IN
21872.23,86135.88,6,0,1,UPI,WITHDRAWAL,IN
16755.88,108008.11,7,0,1,CARD,WITHDRAWAL,IN
14643.31,124763.99,8,1,1,UPI,TRANSFER,US
10695.37,139407.30000000002,9,0,1,UPI,WITHDRAWAL,IN
9488.46,150102.67,10,1,1,UPI,WITHDRAWAL,IN
14923.82,159591.13,11,1,1,UPI,DEPOSIT,IN
6880.75,174514.95,12,0,1,NET_BANKING,WITHDRAWAL,IN
22271.46,181395.7,13,0,0,UPI,DEPOSIT,IN
24792.42,203667.16,14,0,0,UPI,WITHDRAWAL,IN
23092.19,228459.58,15,0,0,UPI,TRANSFER,IN
9931.0,251551.77,16,0,0,UPI,DEPOSIT,IN
24185.57,261482.77,17,1,0,UPI,WITHDRAWAL,IN
21020.65,285668.34,18,1,0,UPI,TRANSFER,IN
6528.92,306688.99000000005,19,0,0,UPI,DEPOSIT,US
23928.09,313217.91000000003,20,0,0,UPI,WITHDRAWAL,IN
17002.32,337146.00000000006,21,0,0,CARD,TRANSFER,IN
16731.91,354148.32000000007,22,1,0,UPI,WITHDRAWAL,IN
8917.68,370880.23,23,0,0,UPI,DEPOSIT,IN
5635.29,379797.91,24,0,0,NET_BANKING,TRANSFER,IN
24020.45,385433.2,25,0,0,NET_BANKING,TRANSFER,AE
17036.17,409453.65,26,0,0,UPI,WITHDRAWAL,AE
11975.31,426489.82,27,0,0,UPI,WITHDRAWAL,IN
10858.57,424834.38,26,0,0,UPI,WITHDRAWAL,IN
6552.94,435692.95,27,0,0,UPI,TRANSFER,IN
24682.31,419971.04,27,0,0,UPI,TRANSFER,SG
7667.95,417738.85,26,0,0,UPI,DEPOSIT,IN
8727.47,348819.60000000003,23,0,1,UPI,WITHDRAWAL,SG
20195.85,346851.7,23,1,1,UPI,TRANSFER,IN
19895.55,357559.08999999997,23,0,1,UPI,DEPOSIT,IN
17213.87,362530.81999999995,23,0,1,UPI,TRANSFER,IN
7887.65,372863.93999999994,23,0,0,UPI,TRANSFER,IN
10105.06,0.0,0,1,0,NET_BANKING,DEPOSIT,IN
14031.1,10105.06,1,1,0,CARD,DEPOSIT,IN
13730.14,24136.16,2,0,0,NET_BANKING,TRANSFER,IN
20268.67,37866.3,3,1,0,NET_BANKING,TRANSFER,IN
11204.56,58134.97,4,0,0,NET_BANKING,TRANSFER,AE
22953.83,69339.53,5,1,1,NET_BANKING,WITHDRAWAL,IN
19764.1,92293.36,6,0,1,NET_BANKING,DEPOSIT,IN
14612.62,112057.46,7,0,1,NET_BANKING,DEPOSIT,SG
17044.07,126670.08,8,0,1,NET_BANKING,WITHDRAWAL,IN
14594.68,143714.15,9,0,1,NET_BANKING,TRANSFER,AE
13992.53,158308.83,10,0,1,NET_BANKING,DEPOSIT,IN
16095.53,172301.36,11,0,0,NET_BANKING,WITHDRAWAL,IN
15846.31,188396.89,12,0,0,NET_BANKING,WITHDRAWAL,IN
16800.79,204243.2,13,0,0,NET_BANKING,WITHDRAWAL,IN
24596.78,221043.99,14,0,0,CARD,WITHDRAWAL,IN
7040.3,245640.77,15,0,0,UPI,DEPOSIT,IN
9372.71,252681.07,16,1,0,NET_BANKING,TRANSFER,US
19362.82,262053.77999999997,17,0,0,NET_BANKING,WITHDRAWAL,SG
23895.96,281416.6,18,0,0,CARD,DEPOSIT,IN
14901.13,305312.56,19,0,0,NET_BANKING,TRANSFER,IN
9803.83,320213.69,20,1,0,NET_BANKING,WITHDRAWAL,IN
21532.49,330017.52,21,0,0,NET_BANKING,DEPOSIT,IN
20702.55,351550.01,22,0,0,NET_BANKING,TRANSFER,IN
22386.4,372252.56,23,1,0,NET_BANKING,WITHDRAWAL,IN
3717.21,0.0,0,1,0,UPI,DEPOSIT,US
2345.02,3717.21,1,0,0,UPI,WITHDRAWAL,IN
4536.34,6062.23,2,0,0,UPI,DEPOSIT,IN
2292.77,10598.57,3,0,0,NET_BANKING,TRANSFER,IN
3981.58,12891.34,4,1,1,NET_BANKING,DEPOSIT,IN
4202.12,16872.92,5,1,1,UPI,TRANSFER,IN
3722.91,21075.039999999997,6,0,1,UPI,DEPOSIT,SG
1973.98,24797.949999999997,7,0,1,CARD,TRANSFER,IN
4879.47,26771.929999999997,8,1,1,UPI,DEPOSIT,AE
1022.51,31651.4,9,1,1,UPI,WITHDRAWAL,IN
2238.55,32673.909999999996,10,0,1,UPI,WITHDRAWAL,SG
4899.85,34912.46,11,0,0,UPI,WITHDRAWAL,IN
2680.09,39812.31,12,0,0,UPI,TRANSFER,AE
3794.14,42492.399999999994,13,1,0,UPI,WITHDRAWAL,IN
2022.5,46286.53999999999,14,0,0,UPI,TRANSFER,IN
3563.94,48309.03999999999,15,0,0,UPI,WITHDRAWAL,US
3106.75,51872.98,16,0,0,UPI,TRANSFER,SG
1150.14,54979.73,17,0,0,CARD,WITHDRAWAL,AE
3663.75,56129.869999999995,18,0,0,UPI,DEPOSIT,IN
3628.98,59793.619999999995,19,0,0,NET_BANKING,WITHDRAWAL,IN
2881.37,63422.6,20,1,0,UPI,WITHDRAWAL,IN
2129.68,66303.97,21,0,0,CARD,WITHDRAWAL,US
16893.08,0.0,0,1,0,NET_BANKING,WITHDRAWAL,AE
5033.61,16893.08,1,0,0,CARD,DEPOSIT,IN
18519.43,21926.69,2,0,0,UPI,TRANSFER,IN
24794.78,40446.12,3,0,0,CARD,WITHDRAWAL,IN
15164.05,65240.9,4,1,0,CARD,DEPOSIT,IN
24360.75,80404.95,5,1,0,CARD,WITHDRAWAL,IN
21930.84,104765.7,6,0,1,CARD,TRANSFER,IN
24432.83,126696.54,7,0,1,UPI,TRANSFER,IN
20915.42,151129.37,8,0,1,NET_BANKING,WITHDRAWAL,IN
8115.19,172044.78999999998,9,0,1,CARD,TRANSFER,IN
7729.69,180159.98,10,0,1,CARD,TRANSFER,IN
18830.9,187889.67,11,0,0,CARD,TRANSFER,IN
8901.68,206720.57,12,0,0,CARD,TRANSFER,US
15870.76,215622.24999999997,13,1,0,CARD,WITHDRAWAL,US
13746.3,231493.01,14,0,0,CARD,TRANSFER,AE
23472.88,245239.30999999997,15,0,0,CARD,DEPOSIT,SG
20154.1,268712.18999999994,16,0,0,CARD,TRANSFER,IN
18502.89,288866.2899999999,17,0,0,NET_BANKING,TRANSFER,IN
24043.95,307369.17999999993,18,0,0,NET_BANKING,DEPOSIT,US
6441.22,331413.12999999995,19,0,0,CARD,TRANSFER,IN
11233.65,337854.3499999999,20,0,0,NET_BANKING,WITHDRAWAL,IN
18314.24,327161.31,19,0,0,CARD,TRANSFER,IN
18471.45,326956.12,19,1,0,CARD,DEPOSIT,IN
12912.94,305468.74,18,0,0,CARD,WITHDRAWAL,US
12053.52,318381.68,19,0,0,NET_BANKING,WITHDRAWAL,IN
10786.91,330435.2,20,0,0,CARD,DEPOSIT,IN
10633.13,316861.36,20,0,1,CARD,WITHDRAWAL,IN
22174.728572484582,0.0,0,1,0,UPI,DEPOSIT,AE
6926.95,22174.728572484582,1,0,0,UPI,DEPOSIT,IN
12040.07,29101.678572484583,2,0,0,UPI,DEPOSIT,AE
2965.41,41141.74857248458,3,1,0,UPI,WITHDRAWAL,IN
12230.22,44107.15857248458,4,1,0,UPI,DEPOSIT,IN
12093.19,56337.37857248458,5,0,1,UPI,DEPOSIT,IN
22356.56577118608,68430.56857248458,6,0,1,UPI,WITHDRAWAL,IN
9248.58,90787.13434367068,7,0,1,UPI,TRANSFER,IN
11088.9,100035.71434367068,8,1,1,UPI,WITHDRAWAL,IN
6077.09,111124.61434367066,9,0,0,UPI,WITHDRAWAL,US
5125.66,117201.70434367066,10,0,0,UPI,WITHDRAWAL,IN
7671.6,122327.36434367066,11,0,0,UPI,DEPOSIT,IN
4632.83,129998.96434367068,12,1,0,NET_BANKING,WITHDRAWAL,IN
7675.44,134631.79434367066,13,0,0,UPI,TRANSFER,IN
5345.83,142307.23434367066,14,0,0,UPI,TRANSFER,IN
10067.97,147653.06434367065,15,0,0,NET_BANKING,TRANSFER,IN
5384.16,157721.03434367065,16,0,0,NET_BANKING,DEPOSIT,IN
7777.27,163105.19434367065,17,0,0,NET_BANKING,TRANSFER,IN
7096.62,170882.46434367064,18,0,0,UPI,WITHDRAWAL,IN
18468.55701404341,177979.08434367063,19,0,0,NET_BANKING,TRANSFER,IN
3336.6,196447.64135771405,20,0,0,NET_BANKING,DEPOSIT,IN
12184.29,199784.24135771405,21,0,0,UPI,TRANSFER,IN
3399.32,211968.5313577141,22,0,0,NET_BANKING,TRANSFER,IN
5988.95,193193.1227852295,22,1,0,UPI,WITHDRAWAL,IN
44836.8212617724,199182.0727852295,23,0,0,UPI,DEPOSIT,IN
4796.08,244018.8940470019,24,0,0,UPI,TRANSFER,IN
11897.12,248814.9740470019,25,0,0,UPI,DEPOSIT,IN
23951.916608839256,241745.07404700192,24,0,0,UPI,WITHDRAWAL,IN
4382.0,262731.58065584116,24,0,0,UPI,DEPOSIT,IN
7008.24,254883.3606558412,24,0,1,CARD,TRANSFER,IN
11098.23,249798.41065584111,24,0,1,UPI,DEPOSIT,IN
10736.64,229291.49488465508,23,0,1,UPI,DEPOSIT,IN
9957.31,240028.13488465507,24,0,1,CARD,WITHDRAWAL,IN
9597.45,238896.5448846551,24,0,1,UPI,DEPOSIT,IN
5815.35,229619.64488465508,22,0,0,UPI,WITHDRAWAL,IN
11523.99,235434.99488465508,23,0,0,UPI,WITHDRAWAL,SG
11876.21,234650.7148846551,22,0,0,UPI,WITHDRAWAL,IN
17909.17697543647,246526.9248846551,23,0,0,UPI,DEPOSIT,IN
11797.151472870177,249022.3018600915,22,0,0,UPI,DEPOSIT,IN
10999.56,260819.4533329617,23,0,0,UPI,TRANSFER,IN
10099.17,0.0,0,1,0,UPI,DEPOSIT,IN
16984.06,10099.17,1,1,0,CARD,TRANSFER,IN
13880.8,27083.230000000003,2,1,0,NET_BANKING,TRANSFER,IN
26183.935009568995,40964.03,3,0,0,NET_BANKING,DEPOSIT,IN
18883.22,67147.96500956899,4,0,0,NET_BANKING,TRANSFER,IN
18067.15,86031.18500956899,5,0,0,NET_BANKING,DEPOSIT,IN
16112.21,104098.33500956898,6,0,0,NET_BANKING,DEPOSIT,AE
60938.882948711216,120210.54500956896,7,1,1,NET_BANKING,WITHDRAWAL,IN
14951.77,181149.4279582802,8,0,1,CARD,TRANSFER,SG
7562.74,196101.1979582802,9,0,1,NET_BANKING,WITHDRAWAL,IN
16300.26,203663.93795828015,10,0,0,CARD,WITHDRAWAL,IN
19746.48,219964.1979582802,11,0,0,NET_BANKING,TRANSFER,US
19054.95,239710.6779582802,12,0,0,NET_BANKING,DEPOSIT,IN
24536.24,258765.6279582802,13,0,0,CARD,WITHDRAWAL,IN
14416.83,283301.8679582802,14,0,0,NET_BANKING,TRANSFER,IN
14948.61,297718.6979582802,15,0,0,NET_BANKING,WITHDRAWAL,IN
7265.82,312667.3079582802,16,0,0,CARD,TRANSFER,IN
2200.6,0.0,0,1,0,UPI,DEPOSIT,IN
1256.97,2200.6,1,0,0,CARD,DEPOSIT,IN
1420.25,3457.5699999999997,2,0,0,CARD,TRANSFER,IN
3836.36,4877.82,3,0,0,CARD,TRANSFER,IN
2605.94,8714.18,4,0,0,NET_BANKING,TRANSFER,IN
2392.43,11320.12,5,0,0,CARD,TRANSFER,IN
4597.97,13712.55,6,0,1,NET_BANKING,TRANSFER,IN
2042.71,18310.52,7,1,1,CARD,DEPOSIT,IN
1958.62,20353.23,8,0,1,CARD,TRANSFER,US
1199.55,22311.85,9,0,1,CARD,DEPOSIT,IN
4312.36,23511.4,10,0,1,CARD,TRANSFER,IN
3355.57,27823.76,11,0,1,CARD,DEPOSIT,IN
2667.93,31179.33,12,0,1,CARD,DEPOSIT,IN
4991.1,33847.259999999995,13,1,0,CARD,WITHDRAWAL,IN
4178.62,38838.35999999999,14,1,0,CARD,TRANSFER,IN
4875.71,43016.98,15,0,0,NET_BANKING,WITHDRAWAL,IN
2453.36,47892.689999999995,16,0,0,CARD,TRANSFER,IN
4603.42,50346.05,17,0,0,CARD,WITHDRAWAL,IN
4494.75,54949.469999999994,18,0,0,CARD,DEPOSIT,IN
4969.12,59444.219999999994,19,0,0,CARD,TRANSFER,IN
3531.84,64413.34,20,0,0,CARD,TRANSFER,IN
4391.41,67945.18,21,0,0,CARD,DEPOSIT,IN
4672.86,72336.59,22,0,0,CARD,TRANSFER,IN
1373.85,77009.45,23,1,0,CARD,TRANSFER,IN
2545.57,78383.3,24,0,0,NET_BANKING,WITHDRAWAL,IN
4801.02,80928.87000000001,25,0,0,CARD,WITHDRAWAL,AE
2539.53,83529.29000000002,25,0,0,CARD,WITHDRAWAL,IN
3457.1,86068.82000000002,26,0,0,CARD,WITHDRAWAL,IN
3882.66,86848.70000000003,25,0,0,UPI,TRANSFER,IN
4303.55,86895.00000000003,25,0,0,NET_BANKING,TRANSFER,IN
1845.45,91198.55000000005,26,0,0,CARD,DEPOSIT,IN
4265.29,0.0,0,1,0,NET_BANKING,DEPOSIT,IN
9016.49,4265.29,1,0,0,NET_BANKING,TRANSFER,IN
4308.47,13281.78,2,1,0,UPI,WITHDRAWAL,IN
8735.71,17590.25,3,0,0,NET_BANKING,TRANSFER,IN
7331.26,26325.96,4,0,0,NET_BANKING,WITHDRAWAL,IN
12418.01,33657.22,5,0,0,CARD,WITHDRAWAL,IN
4476.45,46075.23,6,0,1,NET_BANKING,WITHDRAWAL,US
8999.59,50551.68,7,0,1,UPI,WITHDRAWAL,IN
11450.83,59551.27,8,1,1,NET_BANKING,TRANSFER,IN
3135.73,71002.1,9,0,0,NET_BANKING,DEPOSIT,US
5627.26,74137.83,10,0,0,NET_BANKING,TRANSFER,IN
8225.28,79765.09,11,0,0,CARD,WITHDRAWAL,AE
10458.79,87990.37,12,1,0,UPI,DEPOSIT,IN
2560.51,98449.16,13,0,0,NET_BANKING,DEPOSIT,IN
9163.59,101009.67,14,0,0,NET_BANKING,DEPOSIT,IN
12376.01,110173.26,15,0,0,NET_BANKING,TRANSFER,IN
4049.09,122549.27,16,0,0,NET_BANKING,TRANSFER,IN
5981.62,126598.36,17,0,0,NET_BANKING,DEPOSIT,IN
2770.2,132579.97999999998,18,0,0,NET_BANKING,WITHDRAWAL,IN
7253.94,135350.18,19,0,0,NET_BANKING,TRANSFER,IN
9384.91,138338.83,19,0,0,UPI,TRANSFER,IN
9976.7,134398.77999999997,18,1,0,NET_BANKING,TRANSFER,IN
2504.98,128308.50999999998,17,0,0,NET_BANKING,WITHDRAWAL,IN
11417.8,118395.47999999998,17,0,0,NET_BANKING,WITHDRAWAL,IN
11528.45,129813.27999999998,18,0,1,CARD,WITHDRAWAL,IN
6748.19,136865.28,18,1,1,NET_BANKING,DEPOSIT,IN
6622.08,143613.47,19,0,1,NET_BANKING,TRANSFER,IN
10691.58,150235.55,20,0,1,NET_BANKING,DEPOSIT,IN
7253.72,160927.12999999998,21,0,1,CARD,DEPOSIT,IN
9065.21,159181.25999999998,21,0,1,NET_BANKING,WITHDRAWAL,IN
14446.97,0.0,0,1,0,CARD,DEPOSIT,IN
6811.21,14446.97,1,0,0,UPI,DEPOSIT,IN
10375.15,21258.18,2,0,0,UPI,DEPOSIT,IN
7719.15,31633.33,3,0,0,UPI,TRANSFER,US
17969.79,39352.48,4,0,0,UPI,DEPOSIT,IN
8249.03,57322.27,5,0,0,UPI,TRANSFER,AE
9993.98,65571.3,6,0,0,UPI,TRANSFER,US
20751.12,75565.28,7,0,1,UPI,DEPOSIT,IN
22281.76,96316.4,8,0,1,UPI,WITHDRAWAL,IN
9885.26,118598.16,9,0,1,UPI,WITHDRAWAL,IN
6272.92,128483.41999999998,10,1,1,UPI,WITHDRAWAL,IN
8760.12,134756.34,11,1,1,UPI,DEPOSIT,IN
21084.16,143516.46,12,1,1,UPI,DEPOSIT,IN
17711.54,164600.62,13,1,1,UPI,DEPOSIT,IN
13144.31,182312.16,14,0,0,UPI,DEPOSIT,IN
23829.55,195456.47,15,1,0,UPI,WITHDRAWAL,IN
11761.43,219286.02,16,0,0,UPI,WITHDRAWAL,US
24884.44,231047.45,17,0,0,CARD,DEPOSIT,US
22646.05,255931.89,18,0,0,UPI,WITHDRAWAL,SG
24467.57,278577.94,19,0,0,UPI,TRANSFER,IN
17719.7,303045.51,20,0,0,UPI,WITHDRAWAL,IN
2571.47,0.0,0,1,0,UPI,TRANSFER,IN
2259.42,2571.47,1,0,0,UPI,WITHDRAWAL,IN
3850.94,4830.889999999999,2,0,0,CARD,DEPOSIT,IN
4490.44,8681.83,3,0,0,UPI,TRANSFER,IN
2918.58,13172.27,4,0,0,UPI,WITHDRAWAL,IN
1857.97,16090.85,5,0,1,UPI,DEPOSIT,IN
4509.55,17948.82,6,0,1,CARD,WITHDRAWAL,IN
2249.02,22458.37,7,0,1,UPI,TRANSFER,IN
1302.67,24707.39,8,0,1,UPI,WITHDRAWAL,IN
2966.99,26010.06,9,0,1,UPI,WITHDRAWAL,IN
2041.49,28977.049999999996,10,0,0,UPI,TRANSFER,IN
2187.91,31018.539999999997,11,0,0,NET_BANKING,DEPOSIT,IN
4435.41,33206.45,12,0,0,UPI,TRANSFER,IN
3846.6,37641.86,13,0,0,UPI,WITHDRAWAL,IN
4214.55,41488.46,14,0,0,UPI,DEPOSIT,IN
3197.72,45703.01,15,1,0,UPI,WITHDRAWAL,IN
2944.57,48900.73,16,0,0,NET_BANKING,DEPOSIT,IN
3428.2,51845.3,17,0,0,UPI,TRANSFER,IN
4595.59,55273.5,18,1,0,UPI,WITHDRAWAL,IN
4576.52,59869.09,19,0,0,UPI,WITHDRAWAL,IN
2487.41,64445.61,20,1,0,UPI,TRANSFER,IN
2544.63,66933.02,21,1,0,UPI,DEPOSIT,IN
2828.46,69477.65000000001,22,1,0,UPI,DEPOSIT,IN
2845.05,72306.11000000002,23,0,0,UPI,DEPOSIT,IN
4658.68,72579.69000000002,23,0,0,UPI,WITHDRAWAL,IN
3918.3,74978.95000000001,23,1,0,UPI,WITHDRAWAL,IN
3144.83,75046.31000000001,23,0,0,UPI,DEPOSIT,IN
3039.13,73700.70000000001,23,0,0,UPI,DEPOSIT,US
4575.09,73821.25,23,0,1,UPI,WITHDRAWAL,IN
1510.88,76538.37000000001,23,0,1,CARD,DEPOSIT,IN
1745.84,69988.01000000001,21,0,1,UPI,TRANSFER,SG
1010.61,71733.85,22,0,1,CARD,WITHDRAWAL,IN
28423.63,0.0,0,1,0,UPI,WITHDRAWAL,IN
89019.94441671827,28423.63,1,0,0,UPI,WITHDRAWAL,IN
13334.22,117443.57441671829,2,0,0,NET_BANKING,WITHDRAWAL,IN
16828.42,130777.79441671829,3,0,0,UPI,WITHDRAWAL,AE
49681.99,147606.21441671829,4,0,0,CARD,WITHDRAWAL,IN
11152.72,197288.20441671828,5,0,1,UPI,WITHDRAWAL,IN
18988.26,208440.92441671828,6,0,1,CARD,TRANSFER,SG
25340.96,227429.1844167183,7,0,1,UPI,TRANSFER,IN
13158.66,252770.14441671828,8,0,1,UPI,WITHDRAWAL,SG
13226.03,265928.80441671825,9,0,1,UPI,TRANSFER,IN
18848.04,279154.8344167183,10,1,0,CARD,DEPOSIT,US
99799.59453504316,298002.87441671826,11,0,0,UPI,DEPOSIT,IN
123883.07760429954,397802.46895176143,12,0,0,CARD,WITHDRAWAL,IN
42141.53,521685.54655606096,13,0,0,UPI,DEPOSIT,IN
44129.9,563827.0765560609,14,0,0,UPI,TRANSFER,AE
40507.23,607956.976556061,15,0,0,UPI,TRANSFER,IN
35838.78,648464.2065560609,16,1,0,UPI,TRANSFER,IN
33016.39,684302.986556061,17,0,0,UPI,WITHDRAWAL,US
29579.15,717319.376556061,18,1,0,CARD,DEPOSIT,IN
35770.4,746898.526556061,19,0,0,UPI,WITHDRAWAL,IN
13099.56,782668.926556061,20,0,0,CARD,DEPOSIT,IN
43498.42,795768.4865560611,21,0,0,UPI,WITHDRAWAL,IN
47377.2,839266.9065560611,22,0,0,NET_BANKING,WITHDRAWAL,SG
30435.67,886644.1065560611,23,1,0,UPI,WITHDRAWAL,IN
31133.22,917079.7765560612,24,1,0,UPI,DEPOSIT,US
28480.26,830769.4221393429,23,0,0,UPI,TRANSFER,IN
40857.72,859249.6821393429,24,0,0,UPI,TRANSFER,IN
116090.21182289509,869944.7621393428,23,1,0,CARD,DEPOSIT,IN
43328.32,986034.973962238,24,0,0,CARD,TRANSFER,IN
33521.18,979681.303962238,24,0,0,NET_BANKING,TRANSFER,US
40887.13,1002049.763962238,24,0,1,UPI,DEPOSIT,IN
40258.52,1042936.893962238,25,0,1,CARD,DEPOSIT,IN
81939.55607011133,1064207.153962238,25,0,1,UPI,TRANSFER,IN
45445.07,1146146.7100323492,26,0,1,NET_BANKING,TRANSFER,IN
43651.3,1139866.1300323491,24,0,1,UPI,DEPOSIT,SG
20325.63,1164669.3900323492,24,1,0,UPI,WITHDRAWAL,IN
37823.86,1085195.4254973058,24,0,0,UPI,TRANSFER,IN
2244.8,0.0,0,1,0,CARD,TRANSFER,IN
4493.73,2244.8,1,0,0,NET_BANKING,DEPOSIT,IN
4726.36,6738.53,2,1,0,CARD,WITHDRAWAL,IN
3733.96,11464.89,3,0,0,UPI,WITHDRAWAL,IN
4973.46,15198.85,4,0,0,CARD,DEPOSIT,IN
1682.56,20172.31,5,0,1,CARD,TRANSFER,SG
3973.31,21854.87,6,1,1,CARD,TRANSFER,SG
4590.3,25828.18,7,0,1,UPI,DEPOSIT,IN
3623.22,30418.48,8,0,1,NET_BANKING,TRANSFER,IN
3501.29,34041.7,9,0,1,CARD,DEPOSIT,IN
4691.98,37542.99,10,0,0,CARD,TRANSFER,IN
3561.14,42234.97,11,0,0,CARD,TRANSFER,IN
3033.94,45796.11,12,0,0,CARD,TRANSFER,SG
3360.37,48830.05,13,0,0,UPI,TRANSFER,IN
2077.64,52190.420000000006,14,1,0,CARD,TRANSFER,IN
4383.93,54268.060000000005,15,0,0,CARD,TRANSFER,IN
1131.57,58651.990000000005,16,0,0,CARD,TRANSFER,IN
4110.36,59783.560000000005,17,0,0,CARD,WITHDRAWAL,SG
4046.25,63893.920000000006,18,1,0,UPI,WITHDRAWAL,IN
2260.71,0.0,0,1,0,CARD,DEPOSIT,IN
6204.620661291904,2260.71,1,1,0,NET_BANKING,DEPOSIT,IN
3937.57,8465.330661291904,2,0,0,CARD,DEPOSIT,IN
2241.34,12402.900661291904,3,0,0,UPI,DEPOSIT,IN
4132.36,14644.240661291904,4,0,0,UPI,DEPOSIT,IN
4137.49,18776.600661291905,5,1,0,NET_BANKING,DEPOSIT,IN
2011.56,22914.090661291903,6,0,0,CARD,TRANSFER,IN
1712.48,24925.650661291907,7,0,0,CARD,WITHDRAWAL,IN
3103.62,26638.130661291907,8,0,1,CARD,TRANSFER,AE
4306.89,29741.750661291902,9,0,1,CARD,TRANSFER,IN
2426.37,34048.64066129191,10,1,1,CARD,TRANSFER,IN
3377.35,36475.01066129191,11,0,1,CARD,DEPOSIT,IN
3009.48,39852.36066129191,12,0,1,CARD,WITHDRAWAL,IN
3120.61,42861.84066129191,13,0,0,CARD,WITHDRAWAL,IN
2128.11,45982.450661291914,14,0,0,CARD,TRANSFER,IN
3358.13,48110.560661291915,15,0,0,CARD,DEPOSIT,IN
2955.87,51468.69066129191,16,1,0,CARD,WITHDRAWAL,SG
2612.82,0.0,0,1,0,CARD,DEPOSIT,IN
1793.11,2612.82,1,0,0,CARD,WITHDRAWAL,IN
2363.08,4405.93,2,1,0,CARD,DEPOSIT,IN
3002.59,6769.01,3,0,0,UPI,DEPOSIT,IN
1082.19,9771.6,4,1,1,CARD,TRANSFER,SG
4690.45,10853.79,5,0,1,CARD,WITHDRAWAL,IN
3490.71,15544.240000000002,6,0,1,CARD,TRANSFER,IN
1655.98,19034.95,7,0,0,CARD,TRANSFER,IN
4182.18,20690.93,8,0,0,UPI,DEPOSIT,IN
3375.12,24873.11,9,0,0,CARD,DEPOSIT,IN
3756.71,28248.23,10,1,0,CARD,WITHDRAWAL,IN
1649.44,32004.94,11,0,0,CARD,TRANSFER,IN
2313.55,33654.38,12,1,0,CARD,DEPOSIT,IN
1335.85,35967.93,13,1,0,CARD,WITHDRAWAL,IN
3877.61,37303.78,14,1,0,CARD,WITHDRAWAL,IN
4831.55,41181.39,15,0,0,CARD,TRANSFER,IN
1397.7,46012.94,16,0,0,CARD,WITHDRAWAL,IN
4195.69,47410.64,17,1,0,CARD,TRANSFER,IN
4349.98,51606.33,18,1,0,CARD,TRANSFER,IN
2619.4,53343.48999999999,18,1,0,CARD,WITHDRAWAL,SG
1146.36,55962.88999999999,19,0,0,CARD,TRANSFER,IN
2493.48,55316.14000000001,19,0,0,CARD,WITHDRAWAL,IN
3537.64,57809.62000000001,20,1,0,CARD,TRANSFER,IN
1820.48,58984.17999999999,20,0,0,CARD,DEPOSIT,IN
4735.32,57802.07,20,0,0,CARD,DEPOSIT,IN
1246.44,62537.39,21,0,1,CARD,TRANSFER,IN
4472.93,63783.83,22,1,1,NET_BANKING,DEPOSIT,US
4725.64,67174.57,22,0,1,CARD,TRANSFER,IN
2993.36,0.0,0,1,0,NET_BANKING,WITHDRAWAL,IN
4862.2,2993.36,1,1,0,NET_BANKING,TRANSFER,IN
9095.92,7855.56,2,0,0,UPI,DEPOSIT,IN
11054.59,16951.48,3,0,0,NET_BANKING,DEPOSIT,IN
8005.83,28006.07,4,0,0,UPI,WITHDRAWAL,IN
3276.42,36011.9,5,1,1,NET_BANKING,WITHDRAWAL,IN
5435.38,39288.32,6,0,1,NET_BANKING,WITHDRAWAL,IN
4880.18,44723.7,7,0,1,NET_BANKING,TRANSFER,IN
4746.61,49603.88,8,0,1,NET_BANKING,TRANSFER,IN
6471.22,54350.49,9,0,1,NET_BANKING,TRANSFER,SG
10550.51,60821.71,10,1,1,NET_BANKING,DEPOSIT,IN
6784.89,71372.22,11,0,0,UPI,TRANSFER,US
